title,year,providers,source
"Aguirre, the Wrath of God (Aguirre, der Zorn Gottes)",1972.0,"History Vault, Shout! Factory Amazon Channel, Amazon Video, BFI Player Amazon Channel, Cohen Media Amazon Channel, Metrograph, Fandor Amazon Channel, Apple TV, Google Play Movies, Night Flight Plus, YouTube, Philo, fuboTV",TMDb
Ai Weiwei: Never Sorry,2012.0,"Amazon Video, IFC Films Unlimited Apple TV Channel, AMC+, Google Play Movies, AMC+ Amazon Channel, YouTube, Sundance Now, Philo",TMDb
Airplane!,1980.0,"Amazon Video, Philo, YouTube TV, AMC+, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, AMC+ Amazon Channel, MGM Plus, Fandango At Home, AMC Plus Apple TV Channel ",TMDb
Akira,2020.0,"Amazon Video, Apple TV, Crunchyroll, Crunchyroll Amazon Channel, Fandango At Home",TMDb
Alien,1979.0,"Amazon Video, Hulu, Google Play Movies, Apple TV, AMC+ Amazon Channel, YouTube, Philo, Fandango At Home",TMDb
All About My Mother (Todo sobre mi madre),1999.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
All the President's Men,1976.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Almost Famous,2000.0,"Amazon Video, Plex, Google Play Movies, Peacock Premium Plus, Paramount+ Amazon Channel, Apple TV, Spectrum On Demand, YouTube, Paramount Plus, Paramount+ Roku Premium Channel, Fandango At Home, fuboTV, Peacock Premium",TMDb
Amadeus,1984.0,"Amazon Video, Plex, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Amal,2008.0,Apple TV,TMDb
Amarcord,1974.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Amélie,2001.0,"Amazon Video, Google Play Movies, Spectrum On Demand, Apple TV, YouTube, Fandango At Home",TMDb
American Beauty,1999.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
American Movie,1999.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
American Radical: The Trials of Norman Finkelstein,2010.0,,None
American Splendor,2003.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
An American Werewolf in London,1981.0,"Amazon Video, Amazon Prime Video with Ads, MovieSphere+ Amazon Channel, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video",TMDb
Among Wolves,2019.0,,None
Amores Perros,2001.0,"Amazon Video, BFI Player Amazon Channel, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Amy,2015.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
An Evening with Kevin Smith,2001.0,,None
An Autumn Afternoon,1964.0,,None
Anatomy of a Murder,1959.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Monty Python's And Now for Something Completely Different,1972.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
And the Band Played On,1993.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
And Then We Danced,2020.0,"Amazon Video, Hulu, OVID, Amazon Prime Video with Ads, Dekkoo Amazon Channel, Google Play Movies, Apple TV, Dekkoo, YouTube, Fandango At Home, Amazon Prime Video",TMDb
An Angel at My Table,1990.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Angels with Dirty Faces,1938.0,,None
Annie Hall,1977.0,"Amazon Video, MGM+ Amazon Channel, MGM Plus Roku Premium Channel, Plex, Google Play Movies, Apple TV, YouTube, Philo, MGM Plus, Fandango At Home, fuboTV",TMDb
Anthony Jeselnik: Thoughts and Prayers,,"Netflix, Netflix Standard with Ads",TMDb
Antiquities,2019.0,"Amazon Video, Fandango At Home, YouTube, Google Play Movies",TMDb
Anvil! The Story of Anvil,2009.0,,None
Anya,,"Amazon Video, Google Play Movies, Apple TV, Fuse+ Amazon Channel, YouTube, Fandango At Home",TMDb
Aparajito,1956.0,"Amazon Video, Hoichoi, Amazon Prime Video with Ads, HBO Max, Fandor Amazon Channel, Apple TV, Google Play Movies, YouTube, Philo, Fandor, Criterion Channel, Amazon Prime Video, HBO Max Amazon Channel, Fandango At Home",TMDb
Apocalypse Now,1979.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Apocalypse Now: Final Cut,2019.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Apocalypse Now Redux,2001.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Apollo 11,2019.0,"History Vault, Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Apollo 13,1995.0,"Amazon Video, YouTube TV, Google Play Movies, Apple TV, Starz Amazon Channel, Starz Roku Premium Channel, Spectrum On Demand, YouTube, Starz, Philo, Fandango At Home",TMDb
Argo,2012.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Arizona Dream,1993.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Army of Shadows (L'Armée des ombres),1969.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Art Of The Steal,2010.0,Amazon Video,TMDb
As Good as It Gets,1997.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Popiól i diament (Ashes and Diamonds),1958.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Ask No Questions,,"Amazon Video, Fandango At Home",TMDb
The Asphalt Jungle,1950.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Atomic Cafe,1982.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Auntie Mame,1958.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Avengers: Endgame,2019.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, tru TV, YouTube, TBS, Fandango At Home, TNT",TMDb
Avengers: Infinity War,2018.0,"Amazon Video, Disney Plus, YouTube TV, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Awful Truth,1937.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Babette's Feast (Babettes Gæstebud),1987.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Baby Driver,2017.0,"Amazon Video, YouTube TV, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Back to the Future,1985.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Bad Boy Bubby,2005.0,"YouTube, Midnight Pulp, Google Play Movies, Philo",TMDb
Bad Day at Black Rock,1955.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Bad Education,2004.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Badlands,1974.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Bagdad Cafe,1988.0,"Shout! Factory Amazon Channel, Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, Night Flight Plus, YouTube, Fandango At Home, Amazon Prime Video",TMDb
Ball of Fire,1941.0,"Amazon Video, YouTube TV, Amazon Prime Video with Ads, Apple TV, Fandango At Home, Amazon Prime Video",TMDb
Ballplayer: Pelotero,2012.0,,None
Au Hasard Balthazar,1966.0,"Amazon Video, Criterion Channel, Apple TV, Fandango At Home",TMDb
Baran,2002.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Barfi!,2012.0,,None
Barry Lyndon,1975.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Barton Fink,1991.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Bathtubs Over Broadway,2018.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Batman Beyond: Return of the Joker,2000.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
"Batman: The Dark Knight Returns, Part 1",2012.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Batman: Under the Red Hood,,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Batman vs Teenage Mutant Ninja Turtles,,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Battle Royale,2000.0,"Amazon Video, BFI Player Amazon Channel, Amazon Prime Video with Ads, MovieSphere+ Amazon Channel, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video",TMDb
Battleship Potemkin,1925.0,"Klassiki, Kino Film Collection, Amazon Video, FlixFling, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
BB King: The Life of Riley,2014.0,"Amazon Video, Fandor Amazon Channel, Apple TV, Philo, Fandor, Qello Concerts by Stingray Amazon Channel, The Coda Collection Amazon Channel",TMDb
Be Here to Love Me: A Film About Townes Van Zandt,2005.0,,None
Be Natural: The Untold Story of Alice Guy-Blaché,2019.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
A Hard Day's Night,1964.0,"Amazon Video, TCM Amazon Channel, HBO Max, Google Play Movies, Apple TV, YouTube, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Help!,1965.0,Apple TV,TMDb
Beats Rhymes & Life: The Travels of a Tribe Called Quest,2011.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Beau Geste,1939.0,,None
Beautiful Thing,1996.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Beauty and the Beast,1991.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Beauty Is Embarrassing,2012.0,"Amazon Video, Apple TV",TMDb
Becks,2018.0,"Amazon Video, Amazon Prime Video with Ads, Fandor Amazon Channel, Apple TV, Google Play Movies, YouTube, Philo, Fandor, Fandango At Home, Amazon Prime Video",TMDb
Before Sunrise,1995.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Before Sunset,2004.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Being Elmo: A Puppeteer's Journey,2011.0,"Amazon Video, Apple TV",TMDb
Being John Malkovich,1999.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Being There,1979.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Belle de Jour,1968.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Ben-Hur,1959.0,"Amazon Video, Google Play Movies, Apple TV, TCM, YouTube, Fandango At Home, fuboTV",TMDb
Best in Show,2000.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Best Of Enemies,2015.0,"Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, YouTube, Philo, Fandango At Home, Amazon Prime Video",TMDb
The Best Years of Our Lives,1946.0,"Amazon Video, Amazon Prime Video with Ads, Apple TV, TCM, Fandango At Home, Amazon Prime Video",TMDb
Better Days,2019.0,"Amazon Video, Google Play Movies, Fandor Amazon Channel, Apple TV, Spectrum On Demand, Philo, Fandango At Home",TMDb
A Better Tomorrow,2010.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Beware Of Mr. Baker,2012.0,"Amazon Video, Kino Film Collection, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Bhutto,2010.0,,None
Bicycle Thieves (Ladri di biciclette) (The Bicycle Thief),1949.0,"Amazon Video, Amazon Prime Video with Ads, HBO Max, Google Play Movies, Apple TV, YouTube, Criterion Channel, Amazon Prime Video, HBO Max Amazon Channel, Fandango At Home",TMDb
The Big Country,1958.0,"Amazon Video, MGM+ Amazon Channel, MGM Plus Roku Premium Channel, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Philo, MGM Plus, Fandango At Home, fuboTV",TMDb
Big Hero 6,2014.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Bill Burr: I'm Sorry You Feel That Way,2014.0,"Netflix, Netflix Standard with Ads",TMDb
Bill Burr: Paper Tiger,,"Netflix, Netflix Standard with Ads",TMDb
Bill Cunningham New York,2011.0,"Amazon Video, Apple TV",TMDb
Billy Elliot,2000.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Die Bitteren Tränen der Petra von Kant (The Bitter Tears of Petra Von Kant),1972.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Black Friday,2005.0,,None
Black Narcissus,1947.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, fuboTV, HBO Max Amazon Channel, Fandango At Home",TMDb
Black Orpheus (Orfeu Negro),1959.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Blackfish,2013.0,"Amazon Video, Dox Amazon Channel, Magnolia Selects Amazon Channel, FlixFling, Google Play Movies, Apple TV, YouTube, Fandango At Home, fuboTV",TMDb
Blade Runner,1982.0,"Amazon Video, Google Play Movies, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Blazing Saddles,1974.0,"Amazon Video, Plex, Google Play Movies, Apple TV, Paramount+ Amazon Channel, Spectrum On Demand, YouTube, Paramount Plus, Fandango At Home, fuboTV",TMDb
Blinded by the Light,2019.0,"Amazon Video, Plex, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Blindspotting,2018.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home, fuboTV, Starz Apple TV Channel",TMDb
Blood Simple,1984.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Bloody Sunday,2002.0,,None
Blue Collar,1978.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Blue Is The Warmest Color,2013.0,"Hulu, AMC+, Apple TV, Philo, Fandango At Home, MUBI",TMDb
Blue Velvet,1986.0,"Plex, Google Play Movies, Spectrum On Demand, Apple TV, YouTube, Fandango At Home",TMDb
Blur: No Distance Left to Run,,"Qello Concerts by Stingray Amazon Channel, Apple TV",TMDb
Bo Burnham: Make Happy,,"Netflix, Netflix Standard with Ads",TMDb
Bob le Flambeur,,"Amazon Video, Kino Film Collection, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Bobby Fischer Against The World,2011.0,,None
Bodied,2018.0,"Amazon Video, YouTube TV, Amazon Prime Video with Ads, Google Play Movies, Apple TV, Fuse+ Amazon Channel, YouTube, Fandango At Home, Amazon Prime Video",TMDb
Bombshell: The Hedy Lamarr Story,2017.0,"Amazon Video, Kino Film Collection, Google Play Movies, Apple TV, Chai Flicks, YouTube, Fandango At Home",TMDb
Bonnie and Clyde,1967.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Boogie Nights,1997.0,"Google Play Movies, Apple TV, YouTube, Paramount Plus, Paramount+ Roku Premium Channel, Fandango At Home, fuboTV",TMDb
Booker's Place: A Mississippi Story,2012.0,"Amazon Video, Fandango At Home",TMDb
Born Free,1966.0,"Amazon Video, FlixFling, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Born Into Brothels,2004.0,"Shout! Factory Amazon Channel, Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home, fuboTV",TMDb
The Bourne Ultimatum,2007.0,"Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, Amazon Prime Video, Starz Apple TV Channel",TMDb
Boy,2012.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Boy A,2007.0,"Amazon Video, YouTube, Google Play Movies, Apple TV",TMDb
A Boy Named Charlie Brown,1969.0,"Amazon Video, Fandango At Home, Apple TV",TMDb
Boys Don't Cry,1999.0,,None
The Boys: The Sherman Brothers' Story,2009.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Boyz n the Hood,1991.0,"Netflix, Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home, Starz Apple TV Channel",TMDb
'Breaker' Morant,1980.0,"Shout! Factory Amazon Channel, Amazon Video, Amazon Prime Video with Ads, HBO Max, Criterion Channel, Amazon Prime Video, HBO Max Amazon Channel",TMDb
Breakfast at Tiffany's,1961.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Breakfast Club,1985.0,"Amazon Video, YouTube TV, FlixFling, Google Play Movies, Peacock Premium Plus, Apple TV, YouTube, Fandango At Home, Starz Apple TV Channel, Peacock Premium",TMDb
Breaking Away,1979.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Breaking the Waves,1996.0,"Google Play Movies, Fandango At Home, YouTube, MUBI Amazon Channel, MUBI",TMDb
Breathless,1961.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
The Bride of Frankenstein,1935.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, Shudder, TCM, AMC+ Amazon Channel, Shudder Apple TV Channel, YouTube, Philo, Fandango At Home, AMC Plus Apple TV Channel , Shudder Amazon Channel",TMDb
Bridegroom,2013.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Bridge of Spies,2015.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Bridge on the River Kwai,1957.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
The Bridges of Madison County,1995.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,2017.0,"Amazon Video, HBO Max, Google Play Movies, YouTube, HBO Max Amazon Channel",TMDb
Bringing Up Baby,1938.0,"Amazon Video, YouTube TV, Britbox Apple TV Channel , Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
A Bronx Tale,1993.0,"Amazon Video, Philo, YouTube TV, AMC+, Kanopy, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, AMC+ Amazon Channel, AMC+ Roku Premium Channel, AMC Plus Apple TV Channel , Fandango At Home",TMDb
Brooklyn,2015.0,,None
Brothers,2004.0,"Shout! Factory Amazon Channel, Amazon Video, Apple TV, YouTube",TMDb
Brute Force,1947.0,"Amazon Video, FlixFling, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Buck,2011.0,"Amazon Video, AMC+, Google Play Movies, Apple TV, AMC+ Amazon Channel, YouTube, Philo, Fandango At Home",TMDb
Budrus,2010.0,"Amazon Video, YouTube, Google Play Movies, Apple TV",TMDb
Bullitt,1968.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Burden,2017.0,"Amazon Video, Dox Amazon Channel, Magnolia Selects Amazon Channel, FlixFling, Google Play Movies, Apple TV, YouTube, Philo, Fandango At Home",TMDb
Burden of Dreams,1982.0,"Amazon Video, Criterion Channel, Apple TV",TMDb
Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country),2008.0,"Amazon Video, Google Play Movies, YouTube, DocAlliance Films",TMDb
Burn,2012.0,"Amazon Video, YouTube, Google Play Movies, Apple TV",TMDb
Butterfly Girl,2015.0,,None
The C Word,2016.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Cabaret,1972.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
The Caine Mutiny,1954.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
