rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,average_rating
m/10012282-oath,The Oath,"Two men's encounter in 1996 leads them to Afghanistan, Osama bin Laden, and the Supreme Court.",,NR,"Documentary, Special Interest",Laura Poitras,,"Abu Jandal, Salim Hamdan",2010-05-07,2016-10-18,90.0,Zeitgeist Films,Fresh,91.0,23.0,Upright,79.0,432.0,10,21,2,85.0
m/1001280-assault_on_precinct_13,Assault on Precinct 13,"When the LAPD kills several members of the South Central gang Street Thunder, the remaining members avenge themselves by way of a bloody war waged against cops and citizens alike. Caught in the crossfire is Lt. Ethan Bishop (Austin Stoker), who's managing a skeleton crew at the local and soon-to-be-closed police precinct. As the gang members close in, Bishop forms an unlikely alliance with a group of prisoners in order to defend the station and the lives of everyone in it.","Lean, taut and compellingly gritty, John Carpenter's loose update of Rio Bravo ranks as a cult action classic and one of the filmmaker's best.",R,"Action & Adventure, Drama, Mystery & Suspense",John Carpenter,John Carpenter,"Austin Stoker, Darwin Joston, Gilbert De la Pena, Laurie Zimmer, Al Nakauchi, Gil Rankin, Martin West, Tony Burton, Cliff Battuello, Horace Johnson, Charles Cyphers, Nancy Kyes, Valentine Villareal, Peter Bruni, Kenny Miyamoto, John J. Fox, John ""Red"" Fox, Jerry Viramontes, Len Whitaker, Kim Richards, Henry Brandon, Kris Young, Warren Bradley III, Joe Woo Jr., Brent Keast, Maynard Smith, Peter Frankland, Randy Moore, Alan Koss, Frank Doubleday, James Johnson, William Taylor",1976-11-05,2016-08-16,91.0,Turtle Releasing,Certified-Fresh,98.0,43.0,Upright,80.0,24667.0,5,42,1,89.0
m/1001567-bad_news_bears,The Bad News Bears,"Hard-drinking, ex-minor-league hopeful Morris Buttermaker (Walter Matthau) grumpily agrees to coach a Little League team at the behest of lawyer-councilman Bob Whitewood (Ben Piazza), who has a vendetta against the league for excluding his marginally talented son from play. After failing with his new team of misfits, Buttermaker enlists feisty and gifted pitcher Amanda Whurlitzer (Tatum O'Neal) to lead the charge -- but can he find the luck and patience to whip these outcasts into shape?","The Bad News Bears is rude, profane, and cynical, but shot through with honest, unforced humor, and held together by a deft, understated performance from Walter Matthau.",PG,"Classics, Comedy",Michael Ritchie,Bill Lancaster,"Walter Matthau, Tatum O'Neal, Vic Morrow, Joyce Van Patten, Ben Piazza, Jackie Earle Haley, Chris J. Barnes, Alfred Lutter, Brandon Cruz, Shari Summers, Joe Brooks, Maurice Marks, Quinn Smith, Gary Lee Cavagnaro, Erin Blunt, David Stambaugh, Jaime Escobedo, George Gonzales, David Pollock, Chris Barnes, Scott Firestone, Brett Marx, Timothy Blake, Bill Sorrells, George Wyner, Charles Matthau, Howard Culver",1976-04-07,2013-08-01,102.0,Paramount Pictures,Fresh,97.0,32.0,Upright,80.0,40382.0,8,31,1,88.5
m/1001902-beauty_and_the_beast,Beauty and The Beast (La Belle et la bête),"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.","With its magical optical effects and enchanting performances, Jean Cocteau's Beauty and the Beast remains the most surreal -- and soulful -- of the fairy tale's film adaptations.",NR,"Drama, Science Fiction & Fantasy, Romance",Jean Cocteau,Jean Cocteau,"Jean Marais, Josette Day, Marcel André, Mila Parely, Nane Germon, Michel Auclair, Raoul Marco, Georges Auric, Jean Cocteau",1946-01-01,2017-01-14,95.0,Lopert Pictures,Certified-Fresh,95.0,66.0,Upright,90.0,22615.0,16,63,3,92.5
m/1002332-big_heat,The Big Heat,"A police officer seems to have committed suicide, but Detective Dave Bannion (Glenn Ford) thinks there's more to the story. After talking to the man's mob-connected mistress, Bannion discovers far-reaching corruption that leads all the way from the police station to kingpin Mike Lagana (Alexander Scourby). But when the policeman's lover is killed, it becomes clear that crossing Lagana is a dangerous thing to do. Soon Bannion finds himself marked for death and his family in mortal danger.",,PG,"Classics, Drama, Mystery & Suspense",Fritz Lang,Sydney Boehm,"Glenn Ford, Gloria Grahame, Jocelyn Brando, Alexander Scourby, Lee Marvin, Jeanette Nolan, Peter Whitney, Willis Bouchey, Robert Burton, Adam Williams, Howard Wendell, Chris Alcaide, Michael Granger, Dorothy Green, Carolyn Jones, Ric Roman, Dan Seymour, Edith Evanson, Joseph Mell, Sidney Clute, Norma Randall, Linda Bennett, Herbert C. Lytton, Ezelle Poule, Byron Kane, Lyle Latell, Ted Stanhope, Michael Ross, William Murphy, Phil Arnold, Douglas Evans, Mike Mahoney, Patrick Miller, Paul Maxey, Charles Cane, Kathryn Eames, John Merton, Al Eben, William Vedder, Harry Lauter, Phil Chambers, Robert Forrest, John Crawford, John Doucette, John Close",,2014-04-25,90.0,Columbia Pictures,Fresh,100.0,31.0,Upright,90.0,5964.0,7,31,0,95.0
m/1002352-big_sleep,The Big Sleep,"Private investigator Philip Marlowe (Humphrey Bogart) is hired by General Sternwood to help resolve the gambling debts of his wild young daughter, Carmen (Martha Vickers). Sternwood's older daughter, Vivian (Lauren Bacall), provides assistance when she implies that the situation is more complex, and also involves casino owner (John Ridgely) and a recently disappeared family friend. As people linked to the Sternwoods start being murdered, Marlowe finds himself getting ever deeper into the case.","A perfect match of screenplay, director, and leading man, The Big Sleep stands as a towering achievement in film noir whose grim vitality remains undimmed.",PG,"Classics, Drama, Mystery & Suspense",Howard Hawks,"William Faulkner, Leigh Brackett, Jules Furthman","Humphrey Bogart, Lauren Bacall, Martha Vickers, Dorothy Malone, John Ridgely, Louis Jean Heydt, Regis Toomey, Sonia Darrin, Bob Steele, Tom Rafferty, Charles Waldron, Elisha Cook Jr., Charles D. Brown, Tom Fadden, Tom Raffery, Ben Welden, Trevor Bardette, James Flavin, Joy Barlowe, Peggy Knudsen, Theodore von Eltz, Carole Douglas, Dan Wallace, Tanis Chandler, Thomas E. Jackson, Deannie Best, Lorraine Miller, Shelby Payne, Forbes Murray, Jack Chefe, Joseph Crehan, Emmett Vogan, Paul Weber, Jack Perry",1946-08-31,2015-09-11,114.0,Warner Bros. Pictures,Certified-Fresh,97.0,65.0,Upright,91.0,33511.0,15,63,2,94.0
m/1002407-billy_budd,Billy Budd,"In this film based on the Herman Melville novel, handsome, young Billy Budd (Terence Stamp) joins the British navy during wartime, where his skill quickly makes him a trusted crew member. However, sinister master-at-arms Claggart (Robert Ryan), secretly jealous of Billy, accuses him of treason. Billy strikes Claggart in anger, causing him to fall and die. Capt. Vere (Peter Ustinov) feels pity for Billy but believes that maritime law requires that Billy be executed for killing an officer.",,NR,"Action & Adventure, Classics, Drama",Peter Ustinov,"Peter Ustinov, Robert Rossen, DeWitt Bodeen","Terence Stamp, Robert Ryan, Peter Ustinov, Melvyn Douglas, John Neville, David McCallum, Ronald Lewis, Lee Montague, Paul Rogers, Thomas Heathcote, Niall MacGinnis, John Meillon, Ray McAnally, Robert Brown, Cyril Luckham, Victor Brooks, Barry Keegan",1962-11-12,2017-05-22,123.0,Allied Artists Pictures,Fresh,90.0,10.0,Upright,86.0,7.0,0,9,1,88.0
m/1002448-birds,The Birds,Melanie Daniels (Tippi Hedren) meets Mitch Brenner (Rod Taylor) in a San Francisco pet store and decides to follow him home. She brings with her the gift of two love birds and they strike up a romance. One day birds start attacking children at Mitch's sisters party. A huge assault starts on the town by attacking birds.,"Proving once again that build-up is the key to suspense, Alfred Hitchcock successfully turned birds into some of the most terrifying villains in horror history.",PG-13,"Classics, Horror, Mystery & Suspense",Alfred Hitchcock,"Evan Hunter, Alfred Hitchcock","Rod Taylor, Tippi Hedren, Suzanne Pleshette, Jessica Tandy, Veronica Cartwright, Ethel Griffies, Ruth McDevitt, Lonny Chapman, Charles McGraw, Karl Swenson, Elizabeth Wilson, Malcolm Atterbury, Joe Mantell, Doodles Weaver, John McGovern, Alfred Hitchcock, Richard Deacon, Doreen Lang, Dal McKennon, Bill Quinn, Darlene Conley, Morgan Brittany",1963-03-28,2014-10-01,119.0,Universal Pictures,Certified-Fresh,95.0,56.0,Upright,83.0,176580.0,10,53,3,89.0
m/1002681-blue_angel,Der Blaue Engel (The Blue Angel),"Prim educator Immanuel Rath (Emil Jannings) finds some of his students ogling racy photos of cabaret performer Lola Lola (Marlene Dietrich) and visits a local club, The Blue Angel, in an attempt to catch them there. Seeing Lola perform, the teacher is driven mad with lust, eventually resigning his position at the school to marry his beloved. However, married life with a woman whose job is to make men desire her proves more difficult than Rath imagined.",Marlene Dietrich steals more than one show in this backstage tragedy about a lowly professor besotted with a cruel and enigmatic singer.,NR,"Art House & International, Classics, Drama, Musical & Performing Arts",Josef von Sternberg,"Robert Liebmann, Karl Vollmöller, Josef von Sternberg, Karl Vollmoeller, Robert H. Lieberman, Carl Zuckmayer","Marlene Dietrich, Emil Jannings, Kurt Gerron, Rose Valetti, Hans Albers, Rosa Valetti, Eduard von Winterstein ..., Karl Huszar-Puffy, Reinhold Bernt, Hans Roth, Robert Klein-Lörk, Gerhard Bienert, Wilhelm Diegelmann, Ilse Furstenberg, Carl Ballhaus, Rolf Müller, Roland Varno",1930-04-01,2017-02-06,94.0,Universum Film Gmbh,Certified-Fresh,96.0,45.0,Upright,87.0,5696.0,12,43,2,91.5
m/1002930-born_yesterday,Born Yesterday,"Brassy blonde moll Billie Dawn (Judy Holliday) hits Washington, D.C., with her unscrupulous millionaire sugar daddy, Harry Brock (Broderick Crawford), and his sleazy lawyer, Jim Devery (Howard St. John), who has been pressuring Harry to marry Billie by pointing out that a wife cannot be forced to testify against her husband. In an effort to make Billie more socially acceptable, Harry hires journalist Paul Verrall (William Holden) to smarten her up -- and sparks soon fly between the pair.","Marrying screwball romance with political satire, Born Yesterday is a substantive romp with a ferociously smart performance by Judy Holliday as an uncouth bombshell.",NR,"Classics, Comedy, Drama",George Cukor,Albert Mannheimer,"Judy Holliday, Broderick Crawford, William Holden, Howard St. John, Frank Otto, Larry Oliver, Barbara Brown, Grandon Rhodes, Claire Carleton, Smoki Whitfield, David Pardon, Helen Eby-Rock, William Mays, David Pardoll, Mike Mahoney, John Morley, Paul Marion, Ram Singh, Charles Cane",1950-12-26,2013-01-01,103.0,Columbia Pictures,Fresh,97.0,34.0,Upright,86.0,4780.0,6,33,1,91.5
m/1003076-brians_song,Brian's Song,"Brian Piccolo (James Caan) and Gale Sayers (Billy Dee Williams) are teammates on the mid-1960s Chicago Bears. At a time when professional football still bears a certain amount of race-based segregation, the growing friendship between the white Piccolo and the black Sayers, as well as their wives, Joy (Shelley Fabares) and Linda (Judy Pace), becomes a symbol of harmony during the civil rights era. That bond grows stronger still when Piccolo receives some shattering and unexpected news.","Buoyed by standout performances from James Caan and Billy Dee Williams, Brian's Song is a touching tale of friendship whose central relationship transcends its standard sports movie moments.",G,"Classics, Drama, Television",Buzz Kulik,William Blinn,"Billy Dee Williams, James Caan, Jack Warden, Shelley Fabares, Judy Pace, David Huddleston, Bernie Casey, Ron Feinberg, Ji-Tu Cumbuka, Jim Boeke, Doreen Lang, Allen Secher, Stu Nahan, Mario Machado, Jack Daniel Wells, Dick Butkus",1970-05-01,2013-04-27,74.0,Sony Pictures Home Entertainment,Fresh,92.0,13.0,Upright,82.0,9103.0,2,12,1,87.0
m/1003094-brief_encounter,Brief Encounter,"Returning home from a shopping trip to a nearby town, bored suburban housewife Laura Jesson (Celia Johnson) is thrown by happenstance into an acquaintance with virtuous doctor Alec Harvey (Trevor Howard). Their casual friendship soon develops during their weekly visits into something more emotionally fulfilling than either expected, and they must wrestle with the potential havoc their deepening relationship would have on their lives and the lives of those they love.","Brief Encounter adds a small but valuable gem to the Lean filmography, depicting a doomed couple's illicit connection with affecting sensitivity and a pair of powerful performance.",NR,"Classics, Drama, Romance",David Lean,"David Lean, Anthony Havelock-Allan, Ronald Neame, Noel Coward, Coward Lean","Trevor Howard, Celia Johnson, Joyce Carey, Cyril Raymond, Stanley Holloway, Everley Gregg, Margaret Barton, Valentine Dyall, Marjorie Mars, Nuna Davey, Dennis Harkin, Irene Handl, Edward Hodge, Sydney Bromley, Wilfred Babbage, Avis Scott, Henrietta Vincent, Richard Thomas, George V. Sheldon, Wallace Bosco, Jack May",1945-11-26,2016-11-18,86.0,Universal Pictures,Certified-Fresh,91.0,44.0,Upright,91.0,11170.0,15,40,4,91.0
m/1003318-butch_cassidy_and_the_sundance_kid,Butch Cassidy and the Sundance Kid,"The true story of fast-draws and wild rides, battles with posses, train and bank robberies, a torrid love affair and a new lease on outlaw life in far away Bolivia. It is also a character study of a remarkable friendship between Butch - possibly the most likeable outlaw in frontier history - and his closest associate, the fabled, ever-dangerous Sundance Kid.","With its iconic pairing of Paul Newman and Robert Redford, jaunty screenplay and Burt Bacharach score, Butch Cassidy and the Sundance Kid has gone down as among the defining moments in late-'60s American cinema.",PG,"Action & Adventure, Classics, Western",George Roy Hill,"William Goldman, George Roy Hill","Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Jeff Corey, George Furth, Cloris Leachman, Ted Cassidy, Kenneth Mars, Henry Jones, Donnelly Rhodes, Jo Gilbert, Jody Gilbert, Timothy Scott, Don Keefer, Charles Dierkop, Pancho Cordova, Nelson Olmsted, Paul Bryar, Sam Elliott, Charles Akins, Eric Sinclair, Burt Bacharach",1969-10-24,2015-11-25,110.0,20th Century Fox,Certified-Fresh,90.0,51.0,Upright,92.0,71183.0,8,46,5,91.0
m/1003441-camille,Camille,"Beautiful Marguerite Gauthier (Greta Garbo) lifts herself out of her poverty-stricken upbringing by becoming the enchanting ""Lady of the Camellias,"" well-kept courtesan of the rich and influential Baron de Varville (Henry Daniell). When young Armand (Robert Taylor) falls in love with Marguerite, his sincere adoration causes her to question her comfortable life, and, despite the protests of Armand's scandal-wary father (Lionel Barrymore), she considers leaving the Baron for him.",,NR,"Classics, Drama, Romance",George Cukor,"Frances Marion, Zoë Akins, James Hilton","Greta Garbo, Robert Taylor, Lionel Barrymore, Henry Daniell, Elizabeth Allan, Jessie Ralph, Lenore Ulric, Laura Hope Crewes, Rex O'Malley, Russell Hardie, E.E. Clive, Douglas Walton, Marion Ballou, Joan Leslie, Joan Brodel, June Wilkins, Fritz Leiber, Elsie Esmonds, Mariska Aldrich, John Bryan, Georgia Caine, Mabel Colcord, Elspeth Dudgeon, Effie Ellsler, Rex Evans, Sibyl Harris, Olaf Hytten, Gwendolen Logan, Eily Malyon, Edwin Maxwell",1936-01-01,2016-10-11,108.0,MGM Home Entertainment,Fresh,93.0,14.0,Upright,83.0,4354.0,2,13,1,88.0
